,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Unnamed: 10,SeriesFirstDown,Unnamed: 12,NextScore,Description,TeamWin,Unnamed: 16,Unnamed: 17,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
22588,2021010315,2021-01-03,3,3,52,SF,SEA,3,8,29,,1,,0,(3:52) (SHOTGUN) 3-C.BEATHARD PASS SHORT RIGHT TO 84-K.BOURNE TO SEA 44 FOR 27 YARDS (28-U.AMADI).,0,,,2020,27,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
22608,2021010315,2021-01-03,2,15,0,SEA,SF,2,9,31,,1,,0,(15:00) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 16-T.LOCKETT RAN OB AT SF 43 FOR 26 YARDS (22-J.VERRETT).,0,,,2020,26,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
22703,2021010313,2021-01-03,3,4,1,IND,JAX,1,10,22,,1,,0,(4:01) 17-P.RIVERS PASS DEEP LEFT TO 14-Z.PASCAL TO IND 47 FOR 25 YARDS (37-T.HERNDON).,0,,,2020,25,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,22,OWN,0,,0,,0
22719,2021010313,2021-01-03,4,11,2,JAX,IND,1,10,20,,1,,0,(11:02) 2-M.GLENNON PASS SHORT LEFT TO 10-L.SHENAULT JR. TO JAX 41 FOR 21 YARDS (38-T.CARRIE).,0,,,2020,21,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
22764,2021010311,2021-01-03,1,7,8,LV,DEN,1,10,36,,1,,0,(7:08) 4-D.CARR PASS DEEP LEFT TO 15-N.AGHOLOR TO DEN 7 FOR 57 YARDS (23-M.OJEMUDIA).,0,,,2020,57,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
22853,2021010308,2021-01-03,4,9,17,NYG,DAL,1,10,30,,1,,0,(9:17) (SHOTGUN) 8-D.JONES PASS DEEP RIGHT TO 87-S.SHEPARD TO DAL 49 FOR 21 YARDS (30-A.BROWN).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,30,OWN,0,,0,,0
22884,2021010307,2021-01-03,3,14,22,NYJ,NE,1,10,35,,1,,0,(14:22) 14-S.DARNOLD PASS DEEP MIDDLE TO 19-B.PERRIMAN PUSHED OB AT NE 12 FOR 53 YARDS (27-J.JACKSON).,0,,,2020,53,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
22899,2021010307,2021-01-03,2,1,45,NYJ,NE,1,10,79,,0,,0,"(1:45) (SHOTGUN) 14-S.DARNOLD PASS DEEP MIDDLE TO 89-C.HERNDON FOR 21 YARDS, TOUCHDOWN. PENALTY ON NE-41-M.BRYANT, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,,,2020,21,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,1,0,0,,21,OPP,1,NE,0,UNNECESSARY ROUGHNESS,15
22947,2021010306,2021-01-03,4,9,42,LAC,KC,2,7,38,,1,,0,(9:42) 10-J.HERBERT PASS SHORT RIGHT TO 83-TY.JOHNSON PUSHED OB AT KC 35 FOR 27 YARDS (23-A.WATTS) [64-M.PENNEL].,0,,,2020,27,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,38,OWN,0,,0,,0
22954,2021010306,2021-01-03,4,13,9,KC,LAC,3,8,58,,1,,0,(13:09) (SHOTGUN) 4-C.HENNE PASS SHORT MIDDLE TO 13-B.PRINGLE TO LAC 11 FOR 31 YARDS (56-K.MURRAY JR.). LAC-32-A.GILMAN WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,42,OPP,0,,0,,0
23000,2021010310,2021-01-03,1,1,10,TB,ATL,2,10,69,,1,,0,(1:10) (SHOTGUN) 12-T.BRADY PASS DEEP RIGHT TO 13-M.EVANS TO ATL 11 FOR 20 YARDS (37-R.ALLEN).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,31,OPP,0,,0,,0
23002,2021010310,2021-01-03,1,2,0,TB,ATL,1,10,46,,1,,0,(2:00) 73-J.HAEG REPORTED IN AS ELIGIBLE.  12-T.BRADY PASS DEEP RIGHT TO 81-A.BROWN TO ATL 31 FOR 23 YARDS (26-I.OLIVER).,0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
23035,2021010305,2021-01-03,1,7,13,DET,MIN,1,10,22,,1,,0,(7:13) 9-M.STAFFORD PASS DEEP LEFT TO 11-M.JONES TO DET 45 FOR 23 YARDS (22-H.SMITH).,0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,22,OWN,0,,0,,0
23049,2021010304,2021-01-03,4,10,13,PIT,CLE,4,10,72,,1,,0,"(10:13) (SHOTGUN) 2-M.RUDOLPH PASS DEEP RIGHT TO 11-C.CLAYPOOL FOR 28 YARDS, TOUCHDOWN.",0,,,2020,28,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
23061,2021010304,2021-01-03,3,1,42,PIT,CLE,3,9,42,,1,,0,(1:42) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT INTENDED FOR 19-J.SMITH-SCHUSTER INTERCEPTED BY 36-M.STEWART JR. [50-J.PHILLIPS] AT 50. 36-M.STEWART JR. TO PIT 20 FOR 30 YARDS (24-B.SNELL).,0,,,2020,30,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,42,OWN,0,,0,,0
23076,2021010304,2021-01-03,3,10,19,PIT,CLE,3,7,23,,1,,0,(10:19) (SHOTGUN) 2-M.RUDOLPH PASS DEEP LEFT TO 11-C.CLAYPOOL TO CLE 36 FOR 41 YARDS (39-T.MITCHELL).,0,,,2020,41,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
23105,2021010308,2021-01-03,3,11,35,DAL,NYG,1,10,49,,1,,0,(11:35) (SHOTGUN) 14-A.DALTON PASS DEEP RIGHT TO 88-C.LAMB RAN OB AT NYG 30 FOR 21 YARDS.,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,49,OWN,0,,0,,0
23123,2021010308,2021-01-03,2,9,17,NYG,DAL,1,10,55,,1,,0,(9:17) (SHOTGUN) 8-D.JONES PASS SHORT LEFT TO 87-S.SHEPARD TO DAL 24 FOR 21 YARDS (24-C.AWUZIE).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,45,OPP,0,,0,,0
23154,2021010308,2021-01-03,1,11,6,DAL,NYG,3,7,26,,0,,0,"(11:06) (SHOTGUN) 14-A.DALTON PASS SHORT LEFT INTENDED FOR 88-C.LAMB INTERCEPTED BY 29-X.MCKINNEY AT DAL 40. 29-X.MCKINNEY PUSHED OB AT DAL 18 FOR 22 YARDS (86-D.SCHULTZ). PENALTY ON NYG-30-D.HOLMES, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT DAL 26 - NO PLAY.",0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,1,0,0,,26,OWN,1,NYG,1,DEFENSIVE HOLDING,5
23199,2021010304,2021-01-03,2,1,42,PIT,CLE,3,9,42,,1,,0,(1:42) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT TO 19-J.SMITH-SCHUSTER RAN OB AT CLE 32 FOR 26 YARDS (42-K.JOSEPH).,0,,,2020,26,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
23223,2021010303,2021-01-03,1,7,22,CIN,BAL,3,8,20,,0,,0,"(7:22) (SHOTGUN) 8-B.ALLEN PASS SHORT MIDDLE TO 85-T.HIGGINS TO BAL 39 FOR 41 YARDS (24-M.PETERS). CIN-85-T.HIGGINS WAS INJURED DURING THE PLAY.  PENALTY ON CIN-80-M.THOMAS, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT CIN 20 - NO PLAY.",0,,,2020,41,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,1,0,0,,20,OWN,1,CIN,1,OFFENSIVE PASS INTERFERENCE,10
23247,2021010302,2021-01-03,4,1,28,CHI,GB,4,6,49,,1,,0,"(1:28) (NO HUDDLE, SHOTGUN) 10-M.TRUBISKY PASS DEEP LEFT TO 12-A.ROBINSON TO GB 28 FOR 23 YARDS (20-K.KING).",0,,,2020,23,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,49,OWN,0,,0,,0
23262,2021010302,2021-01-03,4,3,23,CHI,GB,2,6,29,,1,,0,"(3:23) (NO HUDDLE, SHOTGUN) 10-M.TRUBISKY PASS DEEP MIDDLE INTENDED FOR 85-C.KMET INTERCEPTED BY 31-A.AMOS AT 50. 31-A.AMOS RAN OB AT CHI 26 FOR 24 YARDS (17-A.MILLER).",0,,,2020,24,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,29,OWN,0,,0,,0
23300,2021010302,2021-01-03,3,8,37,CHI,GB,2,8,38,,1,,0,(8:37) 10-M.TRUBISKY PASS DEEP MIDDLE TO 11-D.MOONEY TO GB 9 FOR 53 YARDS (26-D.SAVAGE) [91-P.SMITH].,0,,,2020,53,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,38,OWN,0,,0,,0
23335,2021010302,2021-01-03,2,8,40,GB,CHI,3,4,28,,1,,0,"(8:40) (SHOTGUN) 12-A.RODGERS PASS SHORT MIDDLE TO 83-M.VALDES-SCANTLING FOR 72 YARDS, TOUCHDOWN.",0,,,2020,72,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,28,OWN,0,,0,,0
23355,2021010306,2021-01-03,2,7,0,LAC,KC,3,12,20,,1,,0,(7:00) (SHOTGUN) 10-J.HERBERT PASS DEEP LEFT TO 81-M.WILLIAMS TO LAC 40 FOR 20 YARDS (22-J.THORNHILL).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
23395,2021010306,2021-01-03,1,13,36,KC,LAC,3,9,45,,1,,0,(13:36) (SHOTGUN) 4-C.HENNE PASS SHORT RIGHT TO 34-D.THOMPSON PUSHED OB AT LAC 18 FOR 37 YARDS (24-N.ADDERLEY).,0,,,2020,37,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
23408,2021010305,2021-01-03,4,4,26,MIN,DET,1,10,25,,1,,0,(4:26) 8-K.COUSINS PASS SHORT RIGHT TO 30-C.HAM PUSHED OB AT DET 45 FOR 30 YARDS (26-D.HARMON).,0,,,2020,30,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
23452,2021010300,2021-01-03,4,6,27,BUF,MIA,1,10,44,,1,,0,"(6:27) 5-M.BARKLEY PASS DEEP MIDDLE TO 13-G.DAVIS FOR 56 YARDS, TOUCHDOWN.",0,,,2020,56,UNDER CENTER,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
23467,2021010300,2021-01-03,4,9,19,MIA,BUF,3,10,61,,1,,0,(9:19) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP MIDDLE TO 88-M.GESICKI TO BUF 16 FOR 23 YARDS (31-D.MARLOWE).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,39,OPP,0,,0,,0
23479,2021010300,2021-01-03,4,13,32,BUF,MIA,1,10,75,,1,,0,"(13:32) 5-M.BARKLEY PASS SHORT MIDDLE TO 35-A.WILLIAMS TO MIA 5 FOR 20 YARDS (21-E.ROWE, 48-C.MUNSON).",0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
23480,2021010300,2021-01-03,4,13,44,MIA,BUF,1,10,25,,1,,0,(13:44) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP MIDDLE INTENDED FOR 88-M.GESICKI INTERCEPTED BY 31-D.MARLOWE AT MIA 48. 31-D.MARLOWE TO MIA 25 FOR 23 YARDS (15-L.BOWDEN).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0
23484,2021010300,2021-01-03,3,2,39,MIA,BUF,1,10,46,,1,,0,(2:39) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP LEFT TO 11-D.PARKER RAN OB AT BUF 23 FOR 31 YARDS.,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
23513,2021010300,2021-01-03,2,2,53,MIA,BUF,2,5,59,,1,,0,(2:53) (SHOTGUN) 15-L.BOWDEN PASS SHORT LEFT TO 37-M.GASKIN PUSHED OB AT BUF 9 FOR 32 YARDS (58-M.MILANO). LATERAL FROM T.TAGOVAILOA TO L.BOWDEN BEFORE PASS.,0,,,2020,32,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,41,OPP,0,,0,,0
23529,2021010300,2021-01-03,2,11,39,MIA,BUF,2,6,29,,1,,0,"(11:39) (NO HUDDLE, SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 80-A.SHAHEEN PUSHED OB AT BUF 49 FOR 22 YARDS (21-J.POYER).",0,,,2020,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
23561,2021010304,2021-01-03,2,6,54,PIT,CLE,3,11,34,,1,,0,(6:54) (SHOTGUN) 2-M.RUDOLPH PASS DEEP RIGHT TO 18-DI.JOHNSON PUSHED OB AT CLE 25 FOR 41 YARDS (34-R.JACKSON).,0,,,2020,41,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
23577,2021010304,2021-01-03,2,13,21,CLE,PIT,2,2,33,,1,,0,(13:21) 6-B.MAYFIELD PASS DEEP RIGHT TO 82-R.HIGGINS PUSHED OB AT PIT 25 FOR 42 YARDS (39-M.FITZPATRICK).,0,,,2020,42,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
23663,2021010303,2021-01-03,2,3,5,CIN,BAL,1,10,37,,1,,0,(3:05) (SHOTGUN) 8-B.ALLEN PASS DEEP MIDDLE TO 82-C.CARTER TO BAL 42 FOR 21 YARDS (36-C.CLARK).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,37,OWN,0,,0,,0
23684,2020122713,2020-12-27,4,6,11,GB,TEN,2,1,32,,1,,0,(6:11) 12-A.RODGERS PASS SHORT LEFT TO 17-D.ADAMS PUSHED OB AT TEN 41 FOR 27 YARDS (33-D.KING).,0,,,2020,27,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,32,OWN,0,,0,,0
23757,2020122713,2020-12-27,2,9,1,GB,TEN,1,10,45,,1,,0,(9:01) (SHOTGUN) 12-A.RODGERS PASS DEEP LEFT TO 17-D.ADAMS TO TEN 32 FOR 23 YARDS (25-A.JACKSON).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
23769,2020122713,2020-12-27,2,15,0,GB,TEN,3,1,79,,1,,0,"(15:00) 12-A.RODGERS PASS DEEP RIGHT TO 19-E.ST. BROWN FOR 21 YARDS, TOUCHDOWN.",0,,,2020,21,UNDER CENTER,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,21,OPP,0,,0,,0
23843,2021010301,2021-01-03,4,8,6,CAR,NO,1,10,13,,1,,0,(8:06) (SHOTGUN) 6-P.WALKER PASS DEEP RIGHT TO 11-R.ANDERSON PUSHED OB AT CAR 44 FOR 31 YARDS (20-J.JENKINS).,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,13,OWN,0,,0,,0
23853,2021010301,2021-01-03,4,12,27,CAR,NO,1,10,54,,1,,0,(12:27) 6-P.WALKER PASS DEEP RIGHT TO 10-C.SAMUEL TO NO 23 FOR 23 YARDS (30-G.HALEY).,0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
23884,2021010301,2021-01-03,3,14,55,NO,CAR,2,10,25,,1,,0,(14:55) (SHOTGUN) 9-D.BREES PASS DEEP RIGHT TO 12-M.CALLAWAY TO CAR 48 FOR 27 YARDS (26-D.JACKSON).,0,,,2020,27,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
23911,2021010301,2021-01-03,2,7,29,CAR,NO,2,12,23,,1,,0,(7:29) (SHOTGUN) 5-T.BRIDGEWATER PASS DEEP MIDDLE TO 10-C.SAMUEL TO NO 44 FOR 33 YARDS (30-G.HALEY).,0,,,2020,33,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
23920,2021010301,2021-01-03,2,10,49,CAR,NO,1,10,82,,1,,0,(10:49) (SHOTGUN) 5-T.BRIDGEWATER PASS DEEP MIDDLE INTENDED FOR 12-D.MOORE INTERCEPTED BY 27-M.JENKINS AT NO -2. 27-M.JENKINS PUSHED OB AT NO 46 FOR 48 YARDS (10-C.SAMUEL).,0,,,2020,48,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,18,OPP,0,,0,,0
23963,2020122712,2020-12-27,3,0,50,DAL,PHI,2,7,27,,1,,0,(:50) (SHOTGUN) 14-A.DALTON PASS DEEP MIDDLE INTENDED FOR 88-C.LAMB INTERCEPTED BY 24-D.SLAY AT PHI 47. 24-D.SLAY TO DAL 28 FOR 25 YARDS (20-T.POLLARD).,0,,,2020,25,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,27,OWN,0,,0,,0
23982,2020122712,2020-12-27,2,8,7,DAL,PHI,1,10,36,,1,,0,(8:07) (SHOTGUN) 14-A.DALTON PASS SHORT LEFT TO 13-M.GALLUP PUSHED OB AT PHI 9 FOR 55 YARDS (31-N.ROBEY).,0,,,2020,55,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
23991,2020122712,2020-12-27,2,13,16,DAL,PHI,2,3,79,,1,,0,"(13:16) (SHOTGUN) 14-A.DALTON PASS SHORT MIDDLE TO 13-M.GALLUP FOR 21 YARDS, TOUCHDOWN. PASS COMPLETED ON A SLANT PATTERN",0,,,2020,21,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,21,OPP,0,,0,,0
24004,2020122712,2020-12-27,1,6,3,PHI,DAL,1,10,19,,1,,0,"(6:03) (SHOTGUN) 2-J.HURTS PASS DEEP RIGHT TO 10-D.JACKSON FOR 81 YARDS, TOUCHDOWN.",0,,,2020,81,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
24042,2020122711,2020-12-27,4,6,5,SEA,LA,1,10,46,,1,,0,(6:05) 3-R.WILSON PASS DEEP LEFT TO 16-T.LOCKETT PUSHED OB AT LA 30 FOR 24 YARDS (32-J.FULLER).,0,,,2020,24,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
24069,2020122711,2020-12-27,3,13,35,SEA,LA,3,8,32,,1,,0,(13:35) (SHOTGUN) 3-R.WILSON PASS DEEP RIGHT TO 83-D.MOORE TO LA 23 FOR 45 YARDS (31-D.WILLIAMS).,0,,,2020,45,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,32,OWN,0,,0,,0
24094,2020122711,2020-12-27,2,3,45,LA,SEA,1,10,71,,1,,0,(3:45) 16-J.GOFF PASS DEEP RIGHT INTENDED FOR 17-R.WOODS INTERCEPTED BY 37-Q.DIGGS AT SEA 10. 37-Q.DIGGS TO SEA 35 FOR 25 YARDS (63-A.CORBETT).,0,,,2020,25,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,29,OPP,0,,0,,0
24119,2020122800,2020-12-28,4,14,12,BUF,NE,1,10,65,,1,,0,(14:12) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 85-L.SMITH TO NE 8 FOR 27 YARDS (25-T.BROOKS).,0,,,2020,27,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,35,OPP,0,,0,,0
24120,2020122800,2020-12-28,4,15,0,BUF,NE,1,10,45,,1,,0,(15:00) 17-J.ALLEN PASS DEEP MIDDLE TO 14-S.DIGGS TO NE 35 FOR 20 YARDS (25-T.BROOKS).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
24133,2020122800,2020-12-28,3,7,15,NE,BUF,2,7,25,,1,,0,(7:15) (NO HUDDLE) 4-J.STIDHAM PASS SHORT MIDDLE TO 16-J.MEYERS TO NE 47 FOR 22 YARDS (27-T.WHITE).,0,,,2020,22,NO HUDDLE,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
24161,2020122800,2020-12-28,2,4,5,BUF,NE,1,10,100,,1,,0,"(4:05) 17-J.ALLEN PASS SHORT RIGHT TO 14-S.DIGGS FOR 50 YARDS, TOUCHDOWN.",0,,,2020,50,UNDER CENTER,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
24176,2020122800,2020-12-28,2,10,39,BUF,NE,1,10,25,,1,,0,(10:39) (SHOTGUN) 17-J.ALLEN PASS DEEP MIDDLE TO 88-D.KNOX TO BUF 49 FOR 24 YARDS (32-D.MCCOURTY).,0,,,2020,24,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
24261,2020122710,2020-12-27,4,2,0,WAS,CAR,1,10,71,,0,,0,"(2:00) (SHOTGUN) 4-T.HEINICKE PASS DEEP LEFT TO 41-J.MCKISSIC FOR 29 YARDS, TOUCHDOWN [97-Y.GROSS-MATOS]. PENALTY ON CAR-21-J.CHINN, DEFENSIVE PASS INTERFERENCE, DECLINED. PENALTY ON CAR-97-Y.GROSS-MATOS, ROUGHING THE PASSER, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,,,2020,29,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,1,0,0,,29,OPP,0,CAR,0,DEFENSIVE PASS INTERFERENCE,0
24269,2020122710,2020-12-27,4,3,9,WAS,CAR,1,10,9,,1,,0,(3:09) (SHOTGUN) 4-T.HEINICKE PASS SHORT RIGHT TO 15-S.SIMS PUSHED OB AT WAS 32 FOR 23 YARDS (24-R.DOUGLAS).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,9,OWN,0,,0,,0
24283,2020122710,2020-12-27,4,13,33,WAS,CAR,3,7,16,,1,,0,(13:33) (SHOTGUN) 7-D.HASKINS PASS SHORT MIDDLE TO 19-R.FOSTER TO WAS 44 FOR 28 YARDS (26-D.JACKSON).,0,,,2020,28,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,16,OWN,0,,0,,0
24291,2020122710,2020-12-27,3,1,59,CAR,WAS,1,10,37,,0,,0,"(1:59) (SHOTGUN) 5-T.BRIDGEWATER PASS SHORT LEFT TO 10-C.SAMUEL TO WAS 41 FOR 22 YARDS (55-C.HOLCOMB; 39-J.REAVES). PENALTY ON WAS-53-J.BOSTIC, DEFENSIVE HOLDING, DECLINED.",0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,1,0,0,,37,OWN,0,WAS,0,DEFENSIVE HOLDING,0
24300,2020122710,2020-12-27,3,6,13,WAS,CAR,3,2,34,,1,,0,(6:13) (SHOTGUN) 7-D.HASKINS PASS SHORT RIGHT TO 89-C.SIMS TO CAR 16 FOR 50 YARDS (24-R.DOUGLAS) [54-S.THOMPSON].,0,,,2020,50,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
24337,2020122710,2020-12-27,2,5,16,CAR,WAS,3,16,39,,1,,0,(5:16) (SHOTGUN) 5-T.BRIDGEWATER PASS DEEP MIDDLE TO 10-C.SAMUEL TO WAS 17 FOR 44 YARDS (39-J.REAVES).,0,,,2020,44,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
24403,2020122709,2020-12-27,4,1,39,IND,PIT,3,6,44,,1,,0,(1:39) (SHOTGUN) 17-P.RIVERS PASS SHORT LEFT TO 13-T.HILTON PUSHED OB AT PIT 35 FOR 21 YARDS (39-M.FITZPATRICK).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
24417,2020122712,2020-12-27,3,10,16,DAL,PHI,2,5,22,,1,,0,(10:16) (SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 19-A.COOPER PUSHED OB AT PHI 9 FOR 69 YARDS (24-D.SLAY).,0,,,2020,69,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,22,OWN,0,,0,,0
